hour,lat,long,base,MedianIncomeByPlaceofBirth,MedianIncome,TotalPopulation,AvgPopulation,Population5M,Population45M,Population4M,Population35M,Population3M,UserGroup
32,40.7257,-73.9921,B02617,74457.0,127465.0,2245.0,2214.0,2809201.0,2362970.0,1872110.0,1485985.0,1154903.0,1
26,40.5849,-73.6519,B02598,50984.0,81750.0,4058.0,4133.0,235742.0,152036.0,111455.0,84975.0,68429.0,1
18,40.696,-73.9783,B02598,11851.0,22905.0,4289.0,4074.0,2925566.0,2473038.0,2035896.0,1645936.0,1294283.0,0
44,40.7006,-73.983,B02598,13972.0,19510.0,4707.0,4389.0,2932366.0,2434779.0,1977335.0,1521360.0,1234930.0,0
52,40.7294,-73.7854,B02598,35865.0,82891.0,3686.0,3727.0,1728337.0,1460725.0,1185684.0,950929.0,724717.0,1
39,40.5901,-73.9757,B02682,24056.0,45417.0,2006.0,1903.0,1380227.0,1249587.0,1083408.0,849467.0,665211.0,0
59,40.8454,-73.3728,B02617,36755.0,87250.0,6739.0,6793.0,238994.0,216027.0,198269.0,186747.0,147082.0,1
47,40.7263,-73.5549,B02617,10899.0,28917.0,1762.0,1931.0,625706.0,530803.0,432566.0,333593.0,266969.0,0
37,40.6933,-73.9729,B02598,15114.0,24268.0,4951.0,4788.0,2953525.0,2482244.0,2089454.0,1684719.0,1346198.0,0
59,40.7882,-73.467,B02617,51111.0,128750.0,5251.0,5257.0,315070.0,262590.0,215814.0,161900.0,119607.0,1
5,40.7041,-73.9339,B02617,36136.0,99063.0,2802.0,2854.0,3434688.0,2931474.0,2374384.0,1836826.0,1347217.0,1
35,40.871,-73.4288,B02617,56152.0,107917.0,4979.0,4972.0,163105.0,130281.0,100396.0,90924.0,81038.0,1
49,40.6675,-73.9811,B02617,68304.0,141250.0,2843.0,2746.0,2923399.0,2545959.0,2150618.0,1719063.0,1296718.0,1
49,40.8324,-73.8966,B02617,14820.0,17154.0,4847.0,4880.0,2614064.0,2250593.0,2011978.0,1729414.0,1480892.0,0
39,40.6202,-74.1566,B02512,35926.0,67885.0,4803.0,4897.0,666004.0,548312.0,449971.0,331960.0,236398.0,1
30,40.7331,-73.8741,B02617,26506.0,50926.0,3982.0,4142.0,2725033.0,2214764.0,1746256.0,1378258.0,1006989.0,0
57,40.7653,-73.817,B02598,24647.0,52014.0,3423.0,3344.0,1656044.0,1311814.0,1081617.0,855252.0,585011.0,0
31,40.6982,-73.9136,B02617,22136.0,32500.0,4284.0,4303.0,3333813.0,2822810.0,2201416.0,1697280.0,1291124.0,0
23,40.7383,-73.763,B02617,38346.0,60244.0,3872.0,3829.0,1450671.0,1196067.0,1028015.0,818349.0,622757.0,0
2,40.7351,-73.8747,B02682,26775.0,54911.0,4249.0,4007.0,2734807.0,2127678.0,1695561.0,1348936.0,1003934.0,0
10,40.7732,-73.9589,B02598,91964.0,165049.0,5950.0,5896.0,3065501.0,2619292.0,2166433.0,1779230.0,1398648.0,1
34,40.8663,-73.462,B02617,67128.0,173088.0,5088.0,5055.0,186665.0,164902.0,135466.0,104841.0,94867.0,1
7,40.771,-73.8315,B02617,30649.0,49167.0,11133.0,10835.0,1782623.0,1388321.0,1103526.0,888906.0,632412.0,0
1,40.7029,-73.5113,B02598,45650.0,125930.0,5163.0,5072.0,607547.0,500209.0,415588.0,348724.0,283928.0,1
47,41.0351,-73.7614,B02617,42263.0,75313.0,4652.0,4675.0,285486.0,218298.0,185764.0,149936.0,133646.0,1
0,40.7733,-73.9649,B02617,87441.0,190208.0,3399.0,3472.0,2958668.0,2569508.0,2111324.0,1756754.0,1404716.0,1
2,40.8453,-73.8451,B02598,22101.0,43088.0,4671.0,4751.0,1958562.0,1674824.0,1421415.0,1172920.0,912647.0,0
36,40.8238,-73.9547,B02617,23403.0,51572.0,11072.0,10631.0,2692776.0,2375689.0,2014793.0,1668016.0,1334509.0,0
9,40.8478,-73.9343,B02598,17047.0,36000.0,13814.0,13492.0,2492563.0,2175421.0,1904706.0,1650665.0,1396688.0,0
19,40.6655,-73.8785,B02598,23428.0,40160.0,3763.0,3836.0,2221242.0,1901870.0,1490626.0,1164696.0,876627.0,0
29,40.7242,-73.946,B02598,42164.0,57614.0,3800.0,3945.0,3403126.0,2841721.0,2407846.0,1922254.0,1452501.0,0
3,40.9329,-73.855,B02682,39795.0,70163.0,1756.0,1592.0,988251.0,814968.0,682377.0,505510.0,407132.0,1
13,40.7682,-73.7776,B02598,52177.0,97875.0,1703.0,1627.0,1223240.0,906381.0,681511.0,562298.0,472532.0,1
44,40.7288,-73.9544,B02617,60498.0,97135.0,3049.0,3172.0,3362160.0,2802531.0,2363416.0,1876874.0,1446416.0,1
15,40.8624,-73.909,B02617,17260.0,32115.0,6523.0,5929.0,2337579.0,2138849.0,1892424.0,1632735.0,1344886.0,0
19,40.6151,-74.0057,B02617,28424.0,66600.0,2158.0,2289.0,1779533.0,1567551.0,1362789.0,1192673.0,918761.0,1
49,40.5808,-73.9655,B02617,22369.0,53173.0,2498.0,2237.0,1283802.0,1071275.0,871911.0,695631.0,553024.0,0
45,40.8586,-73.0861,B02682,30969.0,75823.0,4448.0,4279.0,331222.0,289800.0,248688.0,202657.0,162793.0,1
24,40.6514,-73.9544,B02682,26305.0,41862.0,7494.0,7479.0,2867579.0,2594145.0,2318919.0,1902982.0,1504333.0,0
22,40.6722,-73.8856,B02682,24125.0,41346.0,2855.0,2796.0,2655954.0,2135568.0,1738178.0,1353841.0,1071496.0,0
43,40.6013,-73.9488,B02617,35815.0,75772.0,3141.0,2999.0,1734342.0,1517784.0,1259327.0,1073735.0,865812.0,1
42,40.6697,-73.8963,B02682,13125.0,16404.0,4091.0,4075.0,2584813.0,2146480.0,1762916.0,1441781.0,1133989.0,0
31,40.8995,-73.9011,B02598,24477.0,76905.0,3628.0,3591.0,1886399.0,1633900.0,1303094.0,1023514.0,813120.0,1
59,40.5768,-73.9605,B02682,11525.0,18092.0,4241.0,4062.0,1175790.0,977328.0,784322.0,627884.0,483114.0,0
12,41.1012,-73.7785,B02598,40947.0,100139.0,4884.0,4789.0,203465.0,160645.0,133890.0,98094.0,81346.0,1
10,40.6977,-73.4916,B02617,52424.0,134286.0,2632.0,2686.0,517311.0,445139.0,392201.0,336564.0,266908.0,1
45,40.6503,-74.0099,B02617,23158.0,59432.0,3835.0,4133.0,2309203.0,1871326.0,1550543.0,1225416.0,901903.0,0
4,40.7135,-73.88,B02682,28324.0,60750.0,1811.0,1716.0,2895653.0,2445642.0,2041606.0,1607315.0,1232977.0,0
35,40.7021,-73.9272,B02598,29909.0,51842.0,5303.0,5496.0,3462646.0,2924543.0,2374307.0,1795174.0,1274134.0,0
56,40.823,-73.6915,B02617,56859.0,142679.0,6168.0,6137.0,247625.0,183884.0,152333.0,127912.0,92148.0,1
31,40.8607,-73.9294,B02598,22998.0,43553.0,7675.0,7050.0,2348170.0,2106970.0,1797385.0,1494972.0,1159668.0,0
5,40.8405,-73.8561,B02617,32772.0,51457.0,9511.0,9648.0,2086295.0,1850919.0,1617032.0,1332904.0,1112450.0,0
46,40.6593,-73.7586,B02617,32540.0,76528.0,3489.0,3530.0,1074728.0,923473.0,737057.0,543707.0,387638.0,1
5,41.2113,-73.6522,B02598,72917.0,191806.0,4777.0,4752.0,81121.0,66285.0,56793.0,44601.0,33211.0,1
46,40.6834,-73.8416,B02617,26444.0,72250.0,2422.0,2267.0,2207086.0,1785299.0,1426667.0,1104769.0,802390.0,1
17,40.7019,-73.9514,B02598,20182.0,36107.0,4743.0,4488.0,3312310.0,2724876.0,2206857.0,1823691.0,1427763.0,0
59,40.7677,-73.9678,B02682,105602.0,156827.0,2963.0,3125.0,2984133.0,2551740.0,2162243.0,1786703.0,1438040.0,1
8,40.6705,-73.3658,B02617,36966.0,87222.0,5144.0,5214.0,285708.0,259832.0,230050.0,180861.0,162596.0,1
59,40.7165,-73.9055,B02617,27231.0,48750.0,1299.0,1259.0,3293717.0,2706412.0,2112373.0,1699197.0,1272293.0,0
37,40.7458,-73.9864,B02682,90246.0,135588.0,3803.0,3875.0,2898402.0,2507562.0,2118877.0,1766599.0,1353231.0,1
25,41.0964,-73.956,B02682,46384.0,94681.0,6388.0,6435.0,247135.0,195450.0,151934.0,127092.0,89425.0,1
58,40.6914,-73.5883,B02682,26721.0,75979.0,5650.0,5515.0,677646.0,567158.0,469311.0,382315.0,324575.0,1
0,40.7014,-73.7497,B02512,36036.0,89833.0,1809.0,1994.0,1323543.0,1167092.0,980244.0,831555.0,633600.0,1
2,40.7083,-73.941,B02617,19688.0,32665.0,7797.0,7684.0,3431511.0,2909439.0,2349384.0,1824502.0,1387736.0,0
16,40.7828,-73.9769,B02617,83137.0,138313.0,6529.0,6425.0,2806371.0,2389248.0,2026071.0,1664479.0,1324743.0,1
24,40.7099,-73.5405,B02617,43435.0,93641.0,7057.0,6676.0,622765.0,541598.0,446722.0,354855.0,272742.0,1
43,40.751,-73.9369,B02598,38083.0,62961.0,2966.0,2922.0,3331731.0,2825494.0,2337287.0,1854635.0,1361156.0,0
17,40.9105,-73.8346,B02598,21205.0,27039.0,2801.0,2740.0,1224932.0,1037141.0,832924.0,683416.0,519968.0,0
47,40.7217,-73.733,B02598,32313.0,50667.0,1570.0,1432.0,1267069.0,1082602.0,882445.0,687781.0,510316.0,0
13,40.6751,-73.8764,B02617,24620.0,41615.0,3028.0,3269.0,2634291.0,2124259.0,1697252.0,1314645.0,1027974.0,0
46,40.7071,-73.76,B02598,31435.0,73688.0,1652.0,1652.0,1507707.0,1237225.0,1063606.0,866602.0,705754.0,1
53,40.6176,-74.0375,B02598,47829.0,67015.0,3054.0,3160.0,1479643.0,1214713.0,980866.0,794644.0,639183.0,1
14,40.7078,-74.0146,B02682,102773.0,139281.0,4805.0,4537.0,2396908.0,1958198.0,1579632.0,1281416.0,965030.0,1
50,40.7873,-73.6258,B02598,78413.0,172969.0,3762.0,3613.0,373226.0,296754.0,233695.0,197201.0,137991.0,1
45,41.1173,-73.8278,B02598,64531.0,216731.0,5689.0,5907.0,164568.0,151800.0,135390.0,114807.0,88503.0,1
46,40.5801,-73.9693,B02617,20368.0,36615.0,5198.0,5009.0,1245970.0,1026295.0,837005.0,658503.0,529736.0,0
48,40.7675,-73.9153,B02598,47478.0,80747.0,3764.0,4161.0,3293565.0,2666108.0,2103623.0,1605605.0,1126900.0,1
55,40.648,-73.9502,B02682,28954.0,41327.0,4267.0,4361.0,2785615.0,2550322.0,2248300.0,1878185.0,1478886.0,0
38,40.6005,-74.1628,B02598,36343.0,81726.0,8151.0,7775.0,636929.0,514438.0,442542.0,318184.0,217725.0,1
41,40.6095,-73.9613,B02617,34138.0,49583.0,4492.0,4083.0,1866701.0,1693273.0,1504421.0,1265021.0,1070721.0,0
18,40.6037,-73.9708,B02598,25815.0,59063.0,1653.0,1493.0,1690704.0,1497878.0,1348924.0,1181466.0,980211.0,0
45,40.7636,-73.9282,B02598,47654.0,81716.0,4252.0,4492.0,3336746.0,2758468.0,2201129.0,1718767.0,1294132.0,1
29,40.5784,-73.9981,B02598,14321.0,27965.0,4948.0,4606.0,1243042.0,1071930.0,863397.0,671928.0,490595.0,0
7,40.6701,-73.9158,B02617,22566.0,41875.0,3290.0,3339.0,2755047.0,2301541.0,1961392.0,1690477.0,1359298.0,0
18,40.6554,-73.91,B02598,26985.0,29504.0,2578.0,2909.0,2537658.0,2143407.0,1798850.0,1485602.0,1146278.0,0
11,40.803,-73.9339,B02598,17339.0,25285.0,4421.0,4188.0,3070125.0,2644084.0,2244874.0,1858376.0,1484982.0,0
20,40.8216,-73.9035,B02617,17838.0,21923.0,5934.0,6095.0,2899406.0,2515062.0,2131367.0,1761138.0,1459666.0,0
37,40.7015,-73.9312,B02617,35617.0,59352.0,3103.0,2932.0,3442603.0,2885246.0,2337498.0,1797675.0,1291275.0,0
3,40.7693,-73.791,B02598,39375.0,66563.0,2422.0,2456.0,1370265.0,1069438.0,758250.0,561996.0,459929.0,1
4,40.7215,-73.9891,B02617,54754.0,72258.0,4140.0,4167.0,2916616.0,2452229.0,1964286.0,1498169.0,1199581.0,1
54,40.7192,-73.6328,B02617,71290.0,174591.0,6811.0,6697.0,745519.0,616420.0,523999.0,424288.0,313456.0,1
40,40.718,-73.9549,B02682,65905.0,123432.0,5159.0,4792.0,3267685.0,2772698.0,2250178.0,1835832.0,1429131.0,1
45,40.6911,-73.7288,B02598,34688.0,82050.0,1841.0,1742.0,1181992.0,1013470.0,842664.0,670885.0,549376.0,1
30,40.673,-73.564,B02617,52997.0,122439.0,5760.0,5980.0,552773.0,479028.0,420931.0,336479.0,279995.0,1
37,40.6726,-73.9353,B02598,25693.0,36548.0,3050.0,3188.0,2941467.0,2526745.0,2173391.0,1832558.0,1522349.0,0
40,40.698,-73.9335,B02617,28627.0,53938.0,2943.0,3063.0,3375322.0,2819289.0,2277845.0,1774546.0,1391366.0,0
31,40.7689,-73.9029,B02617,41066.0,69500.0,1609.0,1842.0,3175493.0,2622072.0,2007477.0,1459596.0,1102645.0,1
48,40.6846,-73.9991,B02598,68590.0,158194.0,3941.0,3867.0,2805836.0,2355413.0,1939026.0,1501246.0,1098042.0,1
13,40.7236,-73.8492,B02598,42092.0,75082.0,4914.0,4951.0,2400211.0,2041043.0,1740036.0,1440745.0,1132770.0,1
35,40.7264,-73.7374,B02617,32739.0,61029.0,1743.0,1666.0,1304411.0,1083772.0,888205.0,702639.0,514595.0,0
49,40.6071,-73.9684,B02598,24129.0,60331.0,3523.0,3501.0,1815625.0,1622921.0,1439831.0,1289071.0,1090578.0,0
0,40.6644,-73.892,B02617,20398.0,33365.0,3388.0,3601.0,2493340.0,2074022.0,1719331.0,1396271.0,1102071.0,0
25,40.6989,-73.7196,B02617,36457.0,104792.0,5652.0,5956.0,1163748.0,963542.0,809450.0,683881.0,534012.0,1
37,40.7647,-73.8688,B02682,24806.0,58250.0,2567.0,2667.0,2474987.0,1936540.0,1410129.0,1106508.0,923393.0,0
1,40.6706,-73.912,B02617,22950.0,36989.0,2906.0,3314.0,2713060.0,2251226.0,1924829.0,1620950.0,1337225.0,0
48,40.7891,-73.9704,B02617,57008.0,82176.0,9513.0,9476.0,2839189.0,2425621.0,1999300.0,1634145.0,1339699.0,1
9,40.613,-73.9541,B02682,24649.0,48971.0,4861.0,4429.0,2005029.0,1819918.0,1622090.0,1372297.0,1117556.0,0
15,40.5939,-73.7933,B02617,28196.0,60966.0,5640.0,4815.0,265026.0,196035.0,177394.0,139807.0,129832.0,0
13,40.6338,-73.8925,B02617,39297.0,87375.0,2134.0,2203.0,2055101.0,1607675.0,1288876.0,931938.0,636980.0,1
34,40.7608,-73.8758,B02598,18697.0,45880.0,2541.0,2432.0,2535015.0,1992905.0,1475970.0,1121184.0,960262.0,0
34,40.6419,-73.9337,B02682,28194.0,62188.0,2335.0,2339.0,2676614.0,2445084.0,2067089.0,1663701.0,1295990.0,0
3,40.6633,-73.9509,B02598,25565.0,42628.0,6207.0,5997.0,2947000.0,2648553.0,2260436.0,1921166.0,1527640.0,0
56,40.7527,-73.8227,B02598,19960.0,26926.0,5222.0,4630.0,1886431.0,1544482.0,1305108.0,1059637.0,854858.0,0
17,40.6724,-73.94,B02682,17304.0,27569.0,5279.0,4809.0,2977807.0,2559146.0,2203388.0,1867944.0,1521209.0,0
1,40.9168,-73.7965,B02617,35625.0,67000.0,5822.0,5802.0,698304.0,561798.0,478517.0,374809.0,319695.0,1
54,40.7051,-73.8668,B02617,36809.0,54865.0,2609.0,2701.0,2688478.0,2279659.0,1897473.0,1510650.0,1158578.0,0
47,40.8154,-73.8817,B02617,19746.0,23125.0,1616.0,1536.0,3003422.0,2551800.0,1985674.0,1388359.0,948352.0,0
30,40.6808,-73.9287,B02617,23684.0,32933.0,5459.0,5187.0,3073037.0,2536408.0,2130588.0,1767419.0,1412636.0,0
31,40.6573,-73.92,B02512,24434.0,35563.0,4393.0,4473.0,2735187.0,2361075.0,1979699.0,1683476.0,1344356.0,0
24,40.6385,-73.9168,B02617,32750.0,74650.0,3066.0,3252.0,2537501.0,2161781.0,1734261.0,1344667.0,1049660.0,1
17,40.7865,-73.7294,B02598,52564.0,137414.0,6751.0,6739.0,572880.0,448996.0,345086.0,251671.0,198446.0,1
14,40.9716,-73.7505,B02598,51271.0,166797.0,6395.0,6065.0,390896.0,294560.0,250723.0,201774.0,159398.0,1
44,40.6945,-73.801,B02617,22133.0,52292.0,3210.0,3117.0,1717476.0,1428349.0,1154760.0,958632.0,771325.0,0
0,40.616,-73.9226,B02617,37823.0,99583.0,3050.0,3099.0,2071284.0,1760493.0,1446645.0,1193166.0,870705.0,1
8,41.0013,-73.8748,B02617,64455.0,180227.0,4831.0,4826.0,400273.0,312041.0,236562.0,199607.0,128248.0,1
18,40.7965,-73.671,B02617,62955.0,187708.0,2870.0,2736.0,429722.0,346133.0,268103.0,234190.0,178503.0,1
9,40.7817,-73.8388,B02617,26677.0,62452.0,2536.0,2705.0,2018078.0,1646541.0,1265928.0,924145.0,595605.0,0
41,40.7313,-73.8661,B02617,31667.0,60291.0,4401.0,4477.0,2588173.0,2189625.0,1774187.0,1404724.0,1077070.0,0
13,40.7354,-74.0017,B02617,91815.0,143462.0,6000.0,6038.0,2664044.0,2269524.0,1877822.0,1507941.0,1187710.0,1
34,40.7605,-73.9154,B02617,41500.0,76319.0,2471.0,2499.0,3290727.0,2720576.0,2169232.0,1613630.0,1095320.0,1
57,40.6926,-73.7566,B02617,32458.0,64550.0,3013.0,2986.0,1313512.0,1141910.0,961982.0,790103.0,629223.0,0
36,41.2246,-73.6611,B02598,34563.0,66997.0,7203.0,6953.0,87622.0,77629.0,67503.0,38742.0,38742.0,1
34,40.6269,-73.9666,B02617,20793.0,33750.0,2399.0,2520.0,2222914.0,2052602.0,1838200.0,1653959.0,1368959.0,0
22,40.8511,-73.919,B02617,13116.0,14821.0,2034.0,2110.0,2433797.0,2190299.0,1919405.0,1655911.0,1433457.0,0
50,40.6148,-74.177,B02617,36361.0,75889.0,3012.0,2904.0,654854.0,522726.0,408317.0,296865.0,182601.0,1
43,40.6762,-73.5472,B02598,50831.0,130288.0,6742.0,6473.0,581662.0,506058.0,412604.0,356386.0,277700.0,1
58,40.6662,-73.9889,B02617,51793.0,102835.0,3256.0,3385.0,2791425.0,2431585.0,2003394.0,1601135.0,1200340.0,1
12,40.8419,-73.3035,B02682,49063.0,132692.0,2539.0,2407.0,286062.0,226162.0,203365.0,149180.0,129637.0,1
50,40.809,-73.9304,B02617,13927.0,18428.0,5721.0,5676.0,2995762.0,2654229.0,2245550.0,1891246.0,1484560.0,0
13,40.6052,-73.9428,B02682,46528.0,89938.0,2600.0,2566.0,1896623.0,1650073.0,1389062.0,1189473.0,940474.0,1
27,40.7261,-73.791,B02617,42717.0,109896.0,1322.0,1330.0,1862899.0,1611159.0,1318447.0,1068380.0,794096.0,1
55,40.9059,-73.841,B02682,24892.0,31114.0,3728.0,3368.0,1314279.0,1145027.0,949761.0,768011.0,589420.0,0
55,40.7047,-73.7334,B02617,26024.0,68854.0,3811.0,3654.0,1213401.0,1053386.0,885763.0,728837.0,556772.0,1
55,40.6583,-73.6646,B02598,41952.0,84427.0,5763.0,5828.0,718435.0,618711.0,491905.0,411199.0,299331.0,1
2,40.7584,-73.8831,B02682,24232.0,69967.0,3238.0,3391.0,2758596.0,2110816.0,1623221.0,1159497.0,933563.0,1
38,40.7401,-73.9261,B02617,32281.0,67618.0,3644.0,3542.0,3289646.0,2810600.0,2406336.0,1875462.0,1359088.0,1
47,40.7599,-73.7692,B02617,27704.0,77917.0,3100.0,2984.0,1339380.0,1087265.0,843236.0,695057.0,557482.0,1
25,41.0764,-73.8589,B02617,65200.0,132407.0,5943.0,6097.0,216622.0,163801.0,121642.0,110021.0,91019.0,1
18,40.6808,-73.6502,B02617,35541.0,115750.0,6756.0,6577.0,740301.0,651096.0,534493.0,463896.0,363294.0,1
41,40.8268,-73.9518,B02617,21547.0,46508.0,8781.0,8437.0,2724721.0,2377367.0,2027206.0,1645086.0,1363680.0,0
27,40.8054,-73.9396,B02598,52007.0,74712.0,2806.0,2824.0,2980556.0,2588988.0,2211451.0,1836993.0,1473603.0,1
41,40.8452,-73.9196,B02682,16000.0,20595.0,1160.0,1147.0,2539829.0,2210451.0,1958041.0,1738467.0,1453248.0,0
10,40.6783,-73.8592,B02617,23146.0,57917.0,4130.0,3872.0,2297100.0,1816657.0,1512566.0,1161118.0,843444.0,0
3,40.7002,-73.988,B02617,70609.0,112000.0,2401.0,2565.0,2909850.0,2385023.0,1927680.0,1513680.0,1187090.0,1
27,40.7322,-73.9561,B02617,40022.0,69583.0,5092.0,4776.0,3330526.0,2885876.0,2342213.0,1856263.0,1406643.0,1
11,40.7624,-73.9096,B02617,38950.0,79118.0,3224.0,3227.0,3251850.0,2654912.0,2080318.0,1490291.0,1120123.0,1
54,40.8002,-73.3842,B02617,47614.0,97465.0,6557.0,6613.0,325998.0,232712.0,182966.0,152042.0,99946.0,1
29,40.6665,-73.7798,B02598,29418.0,69464.0,4827.0,4372.0,1299882.0,1073848.0,865400.0,687572.0,513383.0,1
31,40.7834,-73.9811,B02617,83253.0,119301.0,7157.0,7118.0,2641723.0,2244746.0,1898173.0,1588399.0,1295583.0,1
54,40.8465,-73.909,B02598,16383.0,28500.0,5922.0,5650.0,2472599.0,2205706.0,1931878.0,1698632.0,1534838.0,0
19,40.758,-73.7777,B02598,36865.0,81458.0,2539.0,2494.0,1435582.0,1195252.0,951467.0,697963.0,572120.0,1
1,40.6696,-73.9768,B02617,64500.0,143641.0,3741.0,3688.0,2928165.0,2548783.0,2156330.0,1753142.0,1346996.0,1
52,40.9719,-73.8836,B02617,35653.0,83713.0,3830.0,3759.0,559249.0,445861.0,353212.0,288230.0,227850.0,1
52,40.6861,-73.9624,B02617,51769.0,94375.0,3735.0,3828.0,3041515.0,2620100.0,2188135.0,1822157.0,1475986.0,1
34,40.9064,-73.8568,B02682,44635.0,67600.0,2291.0,2209.0,1349394.0,1137418.0,987379.0,798979.0,623215.0,1
59,40.6793,-73.8007,B02617,26157.0,73264.0,2098.0,2063.0,1457312.0,1205199.0,1034672.0,854670.0,685884.0,1
17,40.705,-73.9447,B02682,20567.0,38400.0,6670.0,6459.0,3351643.0,2798118.0,2257394.0,1812164.0,1388617.0,0
26,40.6991,-73.956,B02598,17500.0,36225.0,9068.0,8953.0,3269673.0,2651365.0,2177206.0,1807247.0,1424443.0,0
33,40.6974,-73.9088,B02617,23919.0,53073.0,4146.0,3971.0,3278213.0,2778999.0,2212498.0,1721857.0,1276219.0,0
45,40.654,-73.5554,B02617,66160.0,166341.0,4928.0,4944.0,416631.0,339503.0,289689.0,229926.0,172141.0,1
58,40.7119,-73.5581,B02512,36681.0,101496.0,6315.0,6483.0,628997.0,566128.0,479158.0,386722.0,292816.0,1
1,40.6551,-73.9596,B02617,35499.0,57061.0,4577.0,4622.0,2878131.0,2642871.0,2306240.0,1918539.0,1482546.0,0
59,40.636,-73.9191,B02598,17379.0,19604.0,3071.0,2897.0,2525396.0,2182994.0,1761857.0,1386057.0,1070226.0,0
30,40.6446,-74.0764,B02617,27788.0,40147.0,6051.0,6228.0,957379.0,719857.0,569381.0,416131.0,278543.0,0
49,40.9665,-73.6793,B02598,72417.0,207663.0,6239.0,6166.0,177698.0,149921.0,129433.0,108299.0,90337.0,1
57,40.6546,-73.9792,B02617,43295.0,112656.0,2876.0,2848.0,2763838.0,2461979.0,2072367.0,1711737.0,1325281.0,1
58,40.7194,-73.9772,B02617,12570.0,14745.0,4920.0,4720.0,3138459.0,2613308.0,2115875.0,1666347.0,1268011.0,0
40,40.9272,-73.8352,B02512,56130.0,81767.0,1443.0,1418.0,915415.0,793323.0,659264.0,540591.0,404551.0,1
29,40.7377,-73.8734,B02682,24561.0,65273.0,3462.0,3033.0,2581361.0,2071873.0,1671850.0,1348785.0,1040749.0,1
2,40.7712,-73.8027,B02598,41440.0,79432.0,1722.0,1885.0,1482512.0,1248591.0,971560.0,648302.0,484073.0,1
53,40.6689,-73.8219,B02598,29286.0,77348.0,5705.0,5705.0,1625532.0,1256095.0,1012600.0,796998.0,609178.0,1
2,40.8432,-73.8865,B02617,12868.0,26152.0,4079.0,3801.0,2289367.0,2081842.0,1870465.0,1710433.0,1462063.0,0
55,40.627,-73.976,B02617,20699.0,24701.0,2498.0,2706.0,2228551.0,2019007.0,1809106.0,1619330.0,1352869.0,0
51,40.6947,-73.9594,B02598,20761.0,33709.0,6300.0,6610.0,3226457.0,2578584.0,2156046.0,1765834.0,1438628.0,0
41,40.9446,-73.8184,B02512,60163.0,160909.0,4683.0,4742.0,674253.0,589963.0,483017.0,371235.0,294393.0,1
51,40.5351,-74.1832,B02512,41574.0,101489.0,5082.0,4917.0,355729.0,293388.0,246796.0,205012.0,155513.0,1
6,40.8515,-73.8457,B02598,34439.0,56064.0,1650.0,1670.0,1910311.0,1708790.0,1460257.0,1180951.0,949832.0,0
16,40.7355,-73.7984,B02598,26470.0,68246.0,3670.0,4043.0,1879942.0,1635341.0,1388487.0,1071121.0,802665.0,1
30,40.8683,-73.9009,B02617,18721.0,34919.0,8499.0,7827.0,2265575.0,2024544.0,1839228.0,1610813.0,1303601.0,0
27,40.8749,-73.8513,B02617,33299.0,64167.0,2474.0,2550.0,1880979.0,1672605.0,1418452.0,1154924.0,893396.0,0
14,40.6147,-73.9595,B02617,24463.0,41219.0,4789.0,4542.0,1975111.0,1776109.0,1609981.0,1378855.0,1142609.0,0
46,40.7011,-73.737,B02617,30921.0,82083.0,1622.0,1399.0,1249999.0,1094818.0,928098.0,735167.0,601034.0,1
34,40.7595,-73.8217,B02598,19505.0,36275.0,6537.0,6704.0,1776926.0,1436192.0,1198403.0,997600.0,767247.0,0
43,40.8651,-73.837,B02682,40444.0,90893.0,4806.0,4919.0,1754187.0,1518011.0,1247426.0,1000342.0,776010.0,1
25,40.7936,-73.693,B02682,36792.0,98110.0,5052.0,5260.0,525977.0,416432.0,318056.0,252757.0,187411.0,1
5,40.6103,-74.0076,B02598,27963.0,62196.0,3360.0,3877.0,1609363.0,1429613.0,1243278.0,1044694.0,849308.0,0
25,40.8383,-73.8488,B02617,19004.0,29868.0,2257.0,2194.0,1974594.0,1689565.0,1424764.0,1183248.0,890308.0,0
36,40.7976,-73.7356,B02598,36218.0,82581.0,4077.0,4175.0,528540.0,428951.0,293015.0,225479.0,156522.0,1
18,40.6752,-73.7374,B02682,34080.0,100550.0,2705.0,2592.0,1183856.0,982636.0,799083.0,632311.0,512300.0,1
59,40.8807,-73.9048,B02598,29091.0,54531.0,3332.0,3174.0,2112278.0,1876737.0,1614359.0,1285048.0,981228.0,0
9,40.6543,-73.6326,B02682,45135.0,110401.0,3535.0,3506.0,633075.0,544460.0,448820.0,356139.0,273818.0,1
5,40.7561,-73.9831,B02617,124375.0,126563.0,124.0,119.0,2886520.0,2412742.0,2127499.0,1823940.0,1442052.0,1
36,40.8362,-73.8682,B02617,20318.0,37008.0,6765.0,6870.0,2248340.0,2011853.0,1792391.0,1546912.0,1253727.0,0
44,40.6654,-73.6067,B02598,44068.0,103472.0,8330.0,8407.0,624395.0,532882.0,458763.0,410442.0,327345.0,1
3,40.7097,-73.8458,B02617,46607.0,116397.0,1608.0,1642.0,2372744.0,2041598.0,1769070.0,1439704.0,1115748.0,1
43,40.786,-73.977,B02617,68232.0,150159.0,8942.0,9050.0,2660019.0,2308587.0,1934186.0,1585320.0,1253443.0,1
44,40.5797,-73.9534,B02617,50066.0,86953.0,990.0,879.0,1280322.0,1024185.0,871016.0,683059.0,535935.0,1
49,40.6987,-73.7501,B02617,30385.0,77629.0,2426.0,2389.0,1356283.0,1139928.0,976185.0,793430.0,631879.0,1
